scene	Nc	Hc	full_histogram
JeFG25nYj2p_region14	5	2.069611802542191	"[17112.  8794.     0.     0.     0.     0.     0.  3482.  3369.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 11607.]"
JeFG25nYj2p_region21	3	1.5729110530696804	"[8920. 6773.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0. 9070.]"
JeFG25nYj2p_region0	9	2.609765336882631	"[58987. 20711.     0.  8570.     0.     0.     0. 14309. 10300.     0.
  2750.     0.     0.  8501.     0.     0.     0.     0.     0.  2715.
 26855.]"
JeFG25nYj2p_region3	7	1.9434491213108245	"[55980. 12422.     0.     0.     0.     0.     0.  5342.     0.     0.
     0.     0.     0.     0.     0.     0.  2812.  5202.     0.  1669.
 13949.]"
JeFG25nYj2p_region13	9	2.29890517022862	"[50884. 14138.  5492.     0.     0.     0.  4251.  7020.     0.     0.
     0.     0.     0.     0.     0.     0.   850.  3244.     0.  1800.
 14981.]"
JeFG25nYj2p_region17	5	2.055178993906827	"[39878. 14182.     0.     0.     0.     0.     0. 12175.     0.     0.
  5967.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 18643.]"
JF19kD82Mey_region2	5	0.9449075033556806	"[71354.  9507.     0.     0.     0.     0.     0.     0.     0.     0.
  2458.     0.     0.     0.     0.     0.  1486.  1840.     0.     0.
     0.]"
JeFG25nYj2p_region2	7	2.4142732578560673	"[43982. 14075.  8405.     0.  3597.     0.     0. 21522.     0.     0.
  5340.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 19898.]"
JeFG25nYj2p_region7	10	2.9579241901154174	"[35069. 29589.     0.     0.  4565. 24750.  5296.  7691. 13727.     0.
     0.     0.     0.  7663.     0.     0.     0.     0.     0.  3804.
 22578.]"
JeFG25nYj2p_region18	12	3.0397399904528	"[26749. 24272.  2189.     0. 18956.  4143.  1853.  2371. 19545. 22005.
  4385.     0.     0.     0.     0.     0.     0.     0.     0.  1777.
 30887.]"
JeFG25nYj2p_region16	5	1.951425805895533	"[34124.  9216.     0.     0.     0.     0.     0. 19333.     0.     0.
  2880.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  9564.]"
JeFG25nYj2p_region4	4	1.7650171390416372	"[36391. 24028.     0.     0.     0.     0.     0.     0.     0.     0.
  4456.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 24681.]"
JmbYfDe2QKZ_region0	9	2.657960462183402	"[44878. 15432.     0. 14983.  9439.     0.     0.  3694. 31360.     0.
  2770.     0.     0.     0.     0.     0.     0.     0.     0.  1558.
 24966.]"
JeFG25nYj2p_region20	7	2.0522378798807686	"[52390. 15233.     0.     0.     0.     0.     0.  8934.  5633.     0.
     0.  6041.     0.     0.     0.     0.     0.   706.     0.     0.
  7942.]"
JeFG25nYj2p_region8	8	2.6210602355881054	"[44168. 17645.     0. 12480.     0.     0.     0.     0.  9498.     0.
  2609.     0.     0. 18076.     0.     0.     0.     0.     0.  5129.
 29128.]"
JeFG25nYj2p_region5	11	3.0149176864989733	"[29811. 21708. 11234.     0.  7534.     0.  8522.  5631.  2411.     0.
  1700.     0.     0.     0.  2589.     0.     0. 12797.     0.     0.
 25265.]"
JmbYfDe2QKZ_region15	10	3.0788185185724326	"[13467. 10088. 18465.     0.     0.     0.     0.  6530.  4779.     0.
  7675.  7251.     0.     0.  4169.     0.     0.   957.     0.     0.
 10839.]"
JeFG25nYj2p_region9	7	2.0931585221190403	"[26654.  4968.     0.     0.     0.     0.     0. 13558.     0.     0.
  2262.     0.     0.     0.     0.     0.  1151.  1806.     0.     0.
  4906.]"
JmbYfDe2QKZ_region14	9	2.2696416805014294	"[39031.  7713.  1520.     0.     0.     0.     0. 10347.  4431.     0.
  1404.     0.     0.     0.     0.     0.  2988.  1261.     0.     0.
  6325.]"
JmbYfDe2QKZ_region10	8	2.7946252171716854	"[30652. 24699.     0.     0. 17235.     0.     0. 11321. 28602.     0.
  7880.     0.     0.     0.     0.     0.     0.     0.     0.  4017.
 19748.]"
JmbYfDe2QKZ_region1	9	2.3660477548914898	"[45078. 10469.  2946.     0.     0.     0.     0. 11372.  4082.     0.
  1726.     0.     0.     0.     0.     0.  3913.  1920.     0.     0.
 10330.]"
JmbYfDe2QKZ_region2	9	2.540277048660476	"[56403. 13908.     0.  8284.  2867.     0.     0.  7160. 13861.     0.
  2221.     0.     0.     0.     0.     0.     0.     0.     0.  6589.
 20407.]"
JeFG25nYj2p_region6	10	2.9514752401734237	"[27961. 28759.  5712.     0. 23034.     0.  3737.  8220. 18710.  7263.
  1951.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 28105.]"
JmbYfDe2QKZ_region6	8	2.730693725633217	"[16535. 15040.     0.     0. 16446.     0.  4698.  7774.     0.     0.
   948.     0.     0.     0.     0.     0.     0.     0.     0.  7929.
 19108.]"
JmbYfDe2QKZ_region4	8	2.0218191997663557	"[72580.  8167.     0.     0.     0.     0.     0.     0. 11145.     0.
     0.     0.     0.     0.     0.  3213.  2433.  4612.  5727.     0.
 14446.]"
JmbYfDe2QKZ_region18	7	2.393782526155649	"[31310.  9718.     0.     0.     0.     0.     0. 25094. 16572.     0.
   772.     0.     0.     0.     0.     0.     0.     0.     0.  4316.
 11039.]"
JmbYfDe2QKZ_region13	7	2.4874229801038705	"[49451. 23672.     0.     0. 27790.     0.  8649. 10673.     0.     0.
  4519.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 21258.]"
JmbYfDe2QKZ_region16	9	2.766606347143023	"[31655. 20369.  4164.     0. 25094.     0.  4103. 10685.  1533.     0.
  7608.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 19738.]"
PX4nDJXEHrG_region11	8	2.578337152923553	"[56273. 39740.     0.     0.     0.     0. 21039. 11677. 10394.     0.
   841.     0.     0.     0.     0.     0.     0.     0.     0. 12617.
 26057.]"
JmbYfDe2QKZ_region8	10	3.1141458110890508	"[21560. 15211.     0.     0. 10836.     0.  3327. 10985. 14159.     0.
 16216.     0.  8272.     0.     0.     0.     0.     0.     0.  1809.
 17134.]"
PX4nDJXEHrG_region1	4	1.2467414508692776	"[33864.   794.     0.     0.     0.     0.     0.  2489.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 17661.]"
JmbYfDe2QKZ_region17	3	1.3728284014066503	"[24453.     0.     0.     0.     0.     0.     0. 25597.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  5681.]"
JmbYfDe2QKZ_region12	7	2.407801628164863	"[35020. 18684.     0.     0. 12977.     0.  4087.     0.     0.     0.
  5865.     0.     0.     0.     0.     0.     0.     0.     0.  3566.
 11355.]"
JmbYfDe2QKZ_region11	8	2.8964346927808484	"[10755. 23955.     0.     0. 18043. 20870. 15212.     0.  8702.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0. 10463.
 27381.]"
JmbYfDe2QKZ_region5	4	1.6417003048841243	"[ 8721.  5902.     0.     0.     0.     0.     0. 25750.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  4634.]"
PX4nDJXEHrG_region12	10	2.774536776922481	"[41690. 35098.  6829.     0.  9213. 17820.  1425.  3345.     0.     0.
  1525.     0.     0.     0.     0.     0.     0.     0.     0. 15986.
 28488.]"
JmbYfDe2QKZ_region7	5	1.768482188874607	"[34305.  4881.     0.     0.     0.     0.     0.     0. 11570.     0.
  1876.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  8792.]"
PX4nDJXEHrG_region15	3	1.339916942168569	"[8044.    0.    0.    0.    0.    0.    0. 1442.    0.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0. 6264.]"
PX4nDJXEHrG_region10	4	1.6867922575964918	"[26962. 11009.     0.     0.     0.     0.     0. 55384.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 11886.]"
PX4nDJXEHrG_region0	5	1.806035831420771	"[19151. 63156.     0.     0.  4570.  6104.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 37639.]"
JmbYfDe2QKZ_region3	10	3.1793395506250697	"[15019. 16754.     0. 10007.  4389.  6574.     0.  9127. 19796.     0.
  5589.     0.     0.     0.     0.     0.     0.     0.     0.  8450.
 10716.]"
PX4nDJXEHrG_region16	4	1.5184426680259338	"[53791.  7505.     0.     0.     0.     0.     0. 28549.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  5706.]"
PX4nDJXEHrG_region22	5	1.5474277811440702	"[ 4938. 30754.     0.     0.     0.     0.     0.  4746.  1043.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  5126.]"
PX4nDJXEHrG_region21	2	0.9972679780972051	"[10620.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  9389.]"
PX4nDJXEHrG_region18	8	2.4103173195218943	"[64919. 20172.     0.     0.     0.     0.     0. 11129.  2385.     0.
     0.     0.     0.     0.     0.     0.  2642. 10464. 16098.     0.
 22491.]"
PX4nDJXEHrG_region2	5	1.776819414209295	"[ 5699. 22737.     0.     0.     0.     0.     0.  6645.     0.     0.
    96.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  9409.]"
JmbYfDe2QKZ_region9	9	2.915469299093196	"[28069. 17237.  7000.     0. 23234.     0.  7225.  9725.     0.     0.
  8855.     0.     0.     0.     0.     0.     0.     0.     0.  2732.
 17608.]"
PX4nDJXEHrG_region14	13	2.7727672490866313	"[40568. 36758.  6415.     0.   545.     0.  5565.  4987.  7670.     0.
  1801.  3853.     0.     0.  4651.     0.     0.   623.     0.  1949.
 31551.]"
PX4nDJXEHrG_region19	8	2.725033575258739	"[36910. 21875.     0.     0.  9645.     0.  8268.  7859. 28863.     0.
  5292.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 18015.]"
PX4nDJXEHrG_region13	8	2.543521655332283	"[27057. 36060.     0.     0. 20844.  4225.  4103.  7159.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  2191.
 18445.]"
PX4nDJXEHrG_region17	9	2.8047032342876372	"[42805. 28244.     0. 12091. 10716.     0.     0.  8735. 12847.     0.
  4557.     0.     0.     0.     0.     0.     0.     0.     0.  3577.
 23496.]"
PX4nDJXEHrG_region30	4	1.6690059522045342	"[ 7536.  7765.     0.     0.     0.     0.     0.     0. 16103.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  1303.]"
PX4nDJXEHrG_region28	8	2.1978008764666477	"[64079. 11354.  7176.     0.     0.     0.     0.  6044.     0.     0.
     0.     0.     0.     0.     0.     0.  4821.  2796.  7635.     0.
 12949.]"
PX4nDJXEHrG_region23	9	2.6756483479918236	"[46759. 25774.     0.     0. 16927.     0. 14819.  3566. 28928.     0.
   684.     0.     0.     0.     0.     0.     0.     0.     0.  2397.
 21719.]"
PX4nDJXEHrG_region29	8	2.427575048902586	"[65556. 37946.     0.     0.     0.     0.  6015. 30223.  5756.     0.
 14707.     0.     0.     0.     0.     0.     0.     0.     0.   366.
 21531.]"
PX4nDJXEHrG_region20	6	2.0225568305161694	"[75346. 20226.     0.     0.     0.     0.  4667.     0. 36141.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  2208.
 27297.]"
PX4nDJXEHrG_region31	5	1.3298652509437767	"[53507.  8136.     0.     0.     0.     0.     0. 13511.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.    79.
  2714.]"
PX4nDJXEHrG_region38	9	2.7710461518442315	"[32077. 12537. 13675.     0.     0.     0.     0. 10290.     0.     0.
  3622.  6992.     0.     0.     0.     0.     0.   478.     0.  8609.
 10142.]"
PX4nDJXEHrG_region4	4	1.113397538319728	"[18049.     0.     0.     0.     0.     0.     0.  1175.   726.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  4138.]"
PX4nDJXEHrG_region37	8	2.3957117930652716	"[61545. 27732.     0.     0.  5339.     0. 13668. 11736.  4262.     0.
  1937.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 21886.]"
PX4nDJXEHrG_region27	4	1.6145667916267563	"[33761.  6334.     0.     0.     0.     0.     0. 19258.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  4691.]"
PX4nDJXEHrG_region26	8	2.7366860433644575	"[45887. 25050.     0. 16144.  6270.     0.     0. 28007. 21489.     0.
  3725.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 25975.]"
PX4nDJXEHrG_region32	6	1.7353940590506716	"[74513. 10168.     0.     0.     0.     0.     0. 25934.     0.     0.
     0.  4765.     0.     0.     0.     0.     0.  1545.     0.     0.
  8766.]"
PX4nDJXEHrG_region33	6	2.0563185136463282	"[34811.  6073.     0.     0.     0.     0.     0. 16195.     0.     0.
  1741.     0.     0.     0.     0.     0.  6127.     0.     0.     0.
  7260.]"
PX4nDJXEHrG_region24	8	2.7876194880957867	"[32596. 38720.     0.     0.  8491.  6326. 15094. 13352. 18332.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 22505.]"
PX4nDJXEHrG_region3	6	2.0119005820032476	"[63588. 29957.     0.     0.     0.     0.     0.  6123.  1716.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  9680.
 36565.]"
PX4nDJXEHrG_region42	11	2.7465093431286363	"[48453. 34540.     0. 16705. 14035.  7467.  8012.  3946.   937.     0.
   554.     0.  5493.     0.     0.     0.     0.     0.     0.     0.
 49447.]"
PX4nDJXEHrG_region34	9	2.5263036094677185	"[63440. 29324. 13929.     0.     0.     0.     0.  5629. 10506.     0.
  1229.  9049.     0.     0.     0.     0.     0.  3375.     0.     0.
 24788.]"
PX4nDJXEHrG_region43	5	2.2180258509722597	"[12826. 21714.     0.     0.  8748.     0.     0.  8567.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  9723.]"
PX4nDJXEHrG_region40	11	2.9025153691830914	"[57680. 26478.     0. 11948.  3812.  6107.  6286. 11154. 17345.     0.
  4328.     0.     0.     0.     0.     0.     0.     0.     0.  3182.
 22564.]"
PX4nDJXEHrG_region44	4	1.7781665752585538	"[18373. 16215.     0.     0.     0.     0.     0. 47085.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 12050.]"
PX4nDJXEHrG_region45	7	2.18794651837383	"[56331. 19888.  7282.     0.     0.     0.     0. 11713.     0.     0.
     0.     0.     0.     0.     0.     0.  4644.  1510.     0.     0.
 17480.]"
PX4nDJXEHrG_region7	5	2.0671701998307235	"[38433. 16854.     0.     0.     0.     0.     0. 27494.     0.     0.
  3457.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 18893.]"
PX4nDJXEHrG_region35	5	1.8468448387620366	"[50978. 13264.     0.     0.     0.     0.     0. 15615.     0.     0.
     0.     0.     0.     0.     0.     0.     0.  1374.     0.     0.
 20397.]"
PX4nDJXEHrG_region39	9	2.5422413519328315	"[66294. 22669.  8663.     0.     0.     0.     0.  9279. 10342.     0.
     0.     0.     0.     0.     0.     0.  4179.  1935. 11358.     0.
 19024.]"
PX4nDJXEHrG_region5	4	1.6338039842634346	"[74150. 36727.     0.     0.     0.     0.     0.  4985.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 30201.]"
PX4nDJXEHrG_region46	9	2.2868937704974375	"[70290.  5843.  5417.     0.     0.     0.     0. 18656.  7632.     0.
     0.     0.     0.     0.     0.     0.  3030.  1596.  8083.     0.
 14252.]"
Pm6F8kyY3z2_region1	9	2.38683181513453	"[65786. 10257. 11730.     0.     0.     0.     0. 18203. 14441.     0.
  4964.  1175.  3363.     0.     0.     0.     0.     0.     0.     0.
 68738.]"
PX4nDJXEHrG_region47	3	1.2026818703147897	"[47944.     0.     0.     0.     0.     0.     0.     0.  5877.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 19699.]"
PX4nDJXEHrG_region25	8	2.3503228945334955	"[23133.  9896. 38362.     0.     0.     0.     0. 13572.     0.     0.
  1264.   225.     0.     0.     0.     0.     0.  2575.     0.     0.
 14918.]"
PX4nDJXEHrG_region6	10	2.7292711293103658	"[66778. 35690.  5840.     0.     0. 23916.  7592. 11369.     0.     0.
  5720.     0.     0.  4164.     0.     0.     0.     0.     0.  4686.
 31497.]"
PX4nDJXEHrG_region9	6	1.6278734942201443	"[82929. 13185.     0.     0.     0.     0.     0. 17821.  3279.     0.
   985.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 10756.]"
PX4nDJXEHrG_region36	7	2.184120384008641	"[79082. 25261.     0. 16907.     0.     0.     0.  9326.  9524.     0.
  1222.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 23193.]"
Pm6F8kyY3z2_region2	8	2.3798526170295524	"[36408. 19363.  6023. 10614. 11444.     0.  6182.  3912.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 69464.]"
Pm6F8kyY3z2_region3	2	0.0609117885202976	"[45147.     0.     0.     0.     0.     0.     0.   323.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
PX4nDJXEHrG_region41	7	1.8462166011808343	"[ 40023.  13034. 109697.      0.      0.      0.   9045.   2435.      0.
      0.      0.      0.      0.      0.      0.      0.      0.      0.
      0.   3374.  12422.]"
PuKPg4mmafe_region2	5	1.466569078183898	"[23052.  3516.     0.     0.  1105.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.   144.
 13213.]"
PX4nDJXEHrG_region48	3	1.1136413757622394	"[12527.     0.     0.     0.     0.     0.     0.  1080.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  4585.]"
Pm6F8kyY3z2_region0	8	2.1236250565373638	"[39503. 16536.     0.  6722.  3117.  4216.  4592.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  1411.
 61781.]"
PX4nDJXEHrG_region8	4	1.0635356038361738	"[54020. 13236.     0.     0.     0.     0.     0.     0.     0.     0.
   115.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  5510.]"
PuKPg4mmafe_region1	7	1.8808398492692961	"[37842. 28395.     0.     0.   182.     0.     0.  3852.  1753.     0.
   263.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 24770.]"
PuKPg4mmafe_region3	8	2.363359767589488	"[51465. 13243.     0.     0.  5819.     0.     0.  9708.  2779.     0.
     0.     0. 28731.   620.     0.     0.     0.     0.     0.     0.
 15592.]"
S9hNv5qa7GM_region1	8	2.1965916965913665	"[47274. 13000.  2526.     0.     0.     0.     0. 16658.     0.     0.
  1574.     0.     0.     0.     0.     0.  2692.  1412.     0.     0.
 16493.]"
PuKPg4mmafe_region4	7	2.4727388583651697	"[42589. 35880.     0.     0. 48105.     0.  6521.  9475.  6801.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 38155.]"
